Record Num.,Array Current(A) ,Array Voltage(V),Array Power(W),Load Current(A),Load Voltage(V),Load Power(W),Battery Current(A),Battery Voltage(V),Battery Temp.(℃),Battery SOC(%),Battery Max. Voltage(V),Battery Min. Voltage(V),Array Status,Charging Status,Battery Status,Load Status,Device Status,Daily Energy Consumed(kWh),Monthly Energy Consumed(kWh),Annual Energy Consumed(kWh),Total Energy Consumed(kWh),Daily Energy Generated(kWh),Monthly Energy Generated(kWh),Annual Energy Generated(kWh),Total Energy Generated(kWh)
72,0.00,14.00,0.00,0.00,13.11,0.00,0.00,13.11,21.71,73,13.27,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  13:14:0
73,0.02,14.07,0.39,0.00,13.15,0.00,0.03,13.15,21.75,74,13.27,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  13:26:0
74,0.10,14.24,1.45,0.00,13.22,0.00,0.11,13.22,21.80,77,13.3,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  13:37:0
75,0.16,14.29,2.39,0.00,13.30,0.00,0.18,13.30,21.89,79,13.37,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  13:48:0
76,0.12,14.38,1.86,0.00,13.34,0.00,0.14,13.34,21.99,81,13.45,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  13:59:0
77,0.32,14.53,4.72,0.00,13.50,0.00,0.35,13.50,22.06,87,13.56,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  14:10:0
78,0.33,14.73,4.92,0.00,13.68,0.00,0.36,13.68,22.19,93,13.78,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  14:21:0
79,0.43,14.99,6.53,0.00,13.91,0.00,0.47,13.91,22.30,100,14,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  14:32:0
80,0.31,19.63,6.26,0.00,14.58,0.00,0.43,14.58,22.44,100,14.84,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  14:43:0
81,0.25,22.20,5.73,0.00,14.33,0.00,0.40,14.33,22.62,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  14:54:0
82,0.26,21.18,5.63,0.00,14.45,0.00,0.39,14.45,22.81,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.00,0.09,2.13,3.40,2017/2/14  15:5:0
83,0.21,22.31,4.80,0.00,14.55,0.00,0.33,14.55,23.02,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  15:16:0
84,0.21,22.27,4.76,0.00,14.43,0.00,0.33,14.43,23.12,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  15:27:0
85,0.20,21.39,4.46,0.00,14.41,0.00,0.31,14.41,23.40,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  15:38:0
86,0.22,20.90,4.64,0.00,14.50,0.00,0.32,14.50,23.52,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  15:49:0
87,0.21,20.26,4.35,0.00,14.51,0.00,0.30,14.51,23.68,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:0:0
88,0.17,22.66,4.02,0.00,14.36,0.00,0.28,14.36,23.79,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:11:0
89,0.18,22.12,4.02,0.00,14.36,0.00,0.28,14.36,23.92,100,14.93,13.05,Input,RaisingCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:22:0
90,0.10,21.90,2.33,0.00,13.76,0.00,0.17,13.76,24.15,97,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:33:0
91,0.19,21.79,4.28,0.00,13.81,0.00,0.31,13.81,24.28,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:44:0
92,0.16,21.79,3.58,0.00,13.77,0.00,0.26,13.77,24.56,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  16:55:0
93,0.17,22.22,3.85,0.00,13.75,0.00,0.28,13.75,24.78,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  17:6:0
94,0.14,22.50,3.17,0.00,13.81,0.00,0.23,13.81,24.93,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  17:17:0
95,0.14,21.98,3.17,0.00,13.81,0.00,0.23,13.81,25.16,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.01,0.10,2.14,3.41,2017/2/14  17:28:0
96,0.15,21.98,3.32,0.00,13.84,0.00,0.24,13.84,25.50,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  17:39:0
97,0.14,21.41,3.02,0.00,13.77,0.00,0.22,13.77,25.77,99,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  17:50:0
98,0.15,21.85,3.31,0.00,13.80,0.00,0.24,13.80,26.04,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:1:0
99,0.14,22.17,3.16,0.00,13.78,0.00,0.23,13.78,26.35,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:12:0
100,0.13,21.66,2.88,0.00,13.73,0.00,0.21,13.73,26.51,97,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:23:0
101,0.14,22.09,3.19,0.00,13.88,0.00,0.23,13.88,26.80,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:35:0
102,0.14,22.45,3.16,0.00,13.77,0.00,0.23,13.77,26.96,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:46:0
103,0.10,20.39,2.18,0.00,13.66,0.00,0.16,13.66,27.12,95,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  18:57:0
104,0.13,21.92,3.02,0.00,13.74,0.00,0.22,13.74,27.26,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  19:8:0
105,0.23,19.28,4.61,0.00,13.97,0.00,0.33,13.97,27.55,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  19:19:0
106,0.11,20.62,2.32,0.00,13.70,0.00,0.17,13.70,27.77,97,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  19:30:0
107,0.15,20.24,3.17,0.00,13.81,0.00,0.23,13.81,27.83,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  19:41:0
108,0.13,21.85,2.88,0.00,13.74,0.00,0.21,13.74,27.98,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  19:52:0
109,0.13,20.91,2.92,0.00,13.92,0.00,0.21,13.92,28.11,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  20:3:0
110,0.10,15.17,1.63,0.00,13.59,0.00,0.12,13.59,28.10,93,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  20:14:0
111,0.25,14.70,3.71,0.00,13.75,0.00,0.27,13.75,27.30,99,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.02,0.11,2.15,3.42,2017/2/14  20:25:0
112,0.19,16.09,3.16,0.00,13.74,0.00,0.23,13.74,26.65,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  20:36:0
113,0.16,19.58,3.32,0.00,13.84,0.00,0.24,13.84,26.83,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  20:47:0
114,0.15,19.90,3.01,0.00,13.72,0.00,0.22,13.72,26.67,97,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  20:58:0
115,0.17,18.49,3.16,0.00,13.78,0.00,0.23,13.78,26.56,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  21:9:0
116,0.14,22.09,3.18,0.00,13.86,0.00,0.23,13.86,26.47,100,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  21:20:0
117,0.13,21.70,2.88,0.00,13.73,0.00,0.21,13.73,26.40,98,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  21:31:0
118,0.13,20.20,2.74,0.00,13.73,0.00,0.20,13.73,26.58,97,14.93,13.05,Input,FloatCharge,Normal,On,Normal,0.00,0.00,0.01,0.01,0.03,0.12,2.16,3.43,2017/2/14  21:42:0
